Date,Close
16/10/2025,894.76
15/10/2025,892.41
14/10/2025,885.12
13/10/2025,892.69
10/10/2025,895.21
09/10/2025,902.08
08/10/2025,903.17
07/10/2025,904.19
06/10/2025,903.26
03/10/2025,903.84
02/10/2025,902.25
01/10/2025,898.69
30/09/2025,893.86
29/09/2025,892.65
26/09/2025,884.98
25/09/2025,884.33
24/09/2025,887.37
23/09/2025,886.24
22/09/2025,883.75
19/09/2025,877
18/09/2025,879.15
17/09/2025,876.39
16/09/2025,874.14
15/09/2025,872.7
12/09/2025,872.44
11/09/2025,866.81
10/09/2025,866.8
09/09/2025,870.01
08/09/2025,870.44
05/09/2025,867.76
04/09/2025,862.74
03/09/2025,862.42
02/09/2025,862.2
01/09/2025,867.66
29/08/2025,865.5
28/08/2025,854.1
27/08/2025,866.42
26/08/2025,865.8
22/08/2025,862.6
21/08/2025,856.16
20/08/2025,857.38
19/08/2025,863.2
18/08/2025,862.43
15/08/2025,864.9
14/08/2025,865.25
13/08/2025,866.06
12/08/2025,865.46
11/08/2025,864.34
08/08/2025,865.6
07/08/2025,868.49
06/08/2025,867.33
05/08/2025,872.84
04/08/2025,868.57
01/08/2025,860.03
31/07/2025,871.02
30/07/2025,870.08
29/07/2025,873.48
28/07/2025,881.51
25/07/2025,879.85
24/07/2025,880.1
23/07/2025,880.95
22/07/2025,870.27
21/07/2025,875.72
18/07/2025,874.67
17/07/2025,875.42
16/07/2025,874.36
15/07/2025,874.79
14/07/2025,872.19
11/07/2025,868
10/07/2025,873.33
09/07/2025,870.08
08/07/2025,866.47
07/07/2025,863.15
04/07/2025,863
03/07/2025,861.91
02/07/2025,860.1
01/07/2025,863.16
30/06/2025,865.7
27/06/2025,859.09
26/06/2025,857.3
25/06/2025,852.65
24/06/2025,852.98
23/06/2025,852.91
20/06/2025,852.62
19/06/2025,853.47
18/06/2025,855.16
17/06/2025,858.8
16/06/2025,860.97
13/06/2025,853.26
12/06/2025,855.09
11/06/2025,856.32
10/06/2025,855.97
09/06/2025,849.78
06/06/2025,851.76
05/06/2025,851.57
04/06/2025,851.18
03/06/2025,847.14
02/06/2025,845.32
30/05/2025,842.23
29/05/2025,845.07
28/05/2025,841.62
27/05/2025,840.39
23/05/2025,843.93
22/05/2025,839.44
21/05/2025,840.3
20/05/2025,840.18
19/05/2025,834.47
16/05/2025,834.9
15/05/2025,833.13
14/05/2025,831.64
13/05/2025,827.77
12/05/2025,828
09/05/2025,820.34
08/05/2025,815.6
07/05/2025,809.33
06/05/2025,803.38
02/05/2025,797.97
01/05/2025,788.66
30/04/2025,781.16
29/04/2025,774.88
28/04/2025,771.84
25/04/2025,766.65
24/04/2025,761.41
23/04/2025,758.69
22/04/2025,755.75
17/04/2025,756.4
16/04/2025,753.61
15/04/2025,749.03
14/04/2025,742.81
11/04/2025,733.3
10/04/2025,738.46
09/04/2025,712.75
08/04/2025,720.31
07/04/2025,701.38
04/04/2025,735.15
03/04/2025,761.75
02/04/2025,770.84
01/04/2025,777.5
31/03/2025,778.66
28/03/2025,795.61
27/03/2025,792.71
26/03/2025,793.53
25/03/2025,790.79
24/03/2025,788.52
21/03/2025,790.08
20/03/2025,793.72
19/03/2025,789.07
18/03/2025,794.39
17/03/2025,790.17
14/03/2025,789.45
13/03/2025,786.38
12/03/2025,785.76
11/03/2025,788.78
10/03/2025,799.54
07/03/2025,800.68
06/03/2025,801.59
05/03/2025,805.27
04/03/2025,805.31
03/03/2025,809.66
28/02/2025,808.21
27/02/2025,813.25
26/02/2025,817.91
25/02/2025,818.71
24/02/2025,822.87
21/02/2025,829.21
20/02/2025,831.8
19/02/2025,833.31
18/02/2025,835.63
17/02/2025,837.84
14/02/2025,839.18
13/02/2025,836.86
12/02/2025,840.58
11/02/2025,840.31
10/02/2025,837.79
07/02/2025,830.77
06/02/2025,830.3
05/02/2025,822.19
04/02/2025,824.43
03/02/2025,823.9
31/01/2025,829.24
30/01/2025,824.02
29/01/2025,820.45
28/01/2025,821.21
27/01/2025,820.15
24/01/2025,827.6
23/01/2025,827.08
22/01/2025,828.68
21/01/2025,829.05
20/01/2025,816.2
17/01/2025,823.66
16/01/2025,828.73
15/01/2025,811.04
14/01/2025,818.58
13/01/2025,820.88
10/01/2025,828.82
09/01/2025,827.24
08/01/2025,832.43
07/01/2025,837.16
06/01/2025,841.01
03/01/2025,837
02/01/2025,834.79
31/12/2024,835.69
30/12/2024,831.58
27/12/2024,833.29
24/12/2024,833.24
23/12/2024,823.15
20/12/2024,816.43
19/12/2024,820.13
18/12/2024,829.1
17/12/2024,829.29
16/12/2024,832.26
13/12/2024,832.4
12/12/2024,833.27
11/12/2024,832.41
10/12/2024,833.61
09/12/2024,838.07
06/12/2024,837.12
05/12/2024,835.47
04/12/2024,834.72
03/12/2024,831.17
02/12/2024,826.57
29/11/2024,827.48
28/11/2024,827.42
27/11/2024,825.58
26/11/2024,822.92
25/11/2024,826.88
22/11/2024,829.54
21/11/2024,824.48
20/11/2024,827.35
19/11/2024,829.92
18/11/2024,832.34
15/11/2024,833.5
14/11/2024,834.81
13/11/2024,839.61
12/11/2024,840.39
11/11/2024,845.07
08/11/2024,839.85
07/11/2024,838.84
06/11/2024,839.96
05/11/2024,834.06
04/11/2024,836.89
01/11/2024,835.22
31/10/2024,838.56
30/10/2024,811.51
29/10/2024,797.79
28/10/2024,810.89
25/10/2024,816.79
24/10/2024,819.9
23/10/2024,821.08
22/10/2024,822
21/10/2024,827.05
18/10/2024,830.31
17/10/2024,833.2
16/10/2024,831.29
15/10/2024,825.47
14/10/2024,823.44
11/10/2024,822.1
10/10/2024,821.99
09/10/2024,822.92
08/10/2024,819.79
07/10/2024,822.67
04/10/2024,821.24
03/10/2024,820.36
02/10/2024,822.66
01/10/2024,828.04
30/09/2024,830.61
27/09/2024,835.46
26/09/2024,838.36
25/09/2024,844.05
24/09/2024,848.05
23/09/2024,850.55
20/09/2024,854.55
19/09/2024,856.42
18/09/2024,852.27
17/09/2024,855.58
16/09/2024,856.06
13/09/2024,857.59
12/09/2024,857.51
11/09/2024,855.67
10/09/2024,858.02
09/09/2024,864.79
06/09/2024,867.73
05/09/2024,875.36
04/09/2024,873.55
03/09/2024,883.1
02/09/2024,885.75
30/08/2024,889.32
29/08/2024,885.23
28/08/2024,887.57
27/08/2024,891.75
23/08/2024,885.92
22/08/2024,884.96
21/08/2024,883.38
20/08/2024,882.48
19/08/2024,879.21
16/08/2024,873.75
15/08/2024,869.01
14/08/2024,870.74
13/08/2024,864.55
12/08/2024,863.94
09/08/2024,864.04
08/08/2024,858.85
07/08/2024,860.54
06/08/2024,852.12
05/08/2024,847.7
02/08/2024,881.41
01/08/2024,891.02
31/07/2024,887.96
30/07/2024,885.95
29/07/2024,886.05
26/07/2024,883.71
25/07/2024,877.53
24/07/2024,885.06
23/07/2024,885.65
22/07/2024,886.57
19/07/2024,885.72
18/07/2024,889.49
17/07/2024,887.03
16/07/2024,885.86
15/07/2024,888.96
12/07/2024,884.61
11/07/2024,878.89
10/07/2024,878.69
09/07/2024,878.19
08/07/2024,876.29
05/07/2024,876.8
04/07/2024,871.77
03/07/2024,866.96
02/07/2024,864.58
01/07/2024,869.27
28/06/2024,868.93
27/06/2024,868.27
26/06/2024,868.35
25/06/2024,870.26
24/06/2024,873.41
21/06/2024,872.27
20/06/2024,873.6
19/06/2024,870.54
18/06/2024,866.87
17/06/2024,865.76
14/06/2024,867.43
13/06/2024,874.21
12/06/2024,871.71
11/06/2024,870.73
10/06/2024,874.38
07/06/2024,878.35
06/06/2024,878.79
05/06/2024,878.25
04/06/2024,880.63
03/06/2024,884.86
31/05/2024,879.99
30/05/2024,880.34
29/05/2024,877.86
28/05/2024,880.58
24/05/2024,879.42
23/05/2024,877.61
22/05/2024,875.95
21/05/2024,878.11
20/05/2024,873.36
17/05/2024,867.13
16/05/2024,861.6
15/05/2024,857.03
14/05/2024,852.41
13/05/2024,849.38
10/05/2024,848.36
09/05/2024,842.64
08/05/2024,838.12
07/05/2024,835.95
03/05/2024,828.4
02/05/2024,824.35
01/05/2024,820.42
30/04/2024,822.06
29/04/2024,816.24
26/04/2024,810.59
25/04/2024,808.28
24/04/2024,809.75
23/04/2024,801.66
22/04/2024,797.01
19/04/2024,793.35
18/04/2024,796.19
17/04/2024,796.96
16/04/2024,796.58
15/04/2024,802.36
12/04/2024,805.5
11/04/2024,800.62
10/04/2024,797.62
09/04/2024,789.76
08/04/2024,785.57
05/04/2024,778.05
04/04/2024,780
03/04/2024,778.34
02/04/2024,770.03
28/03/2024,783.95
27/03/2024,783.14
26/03/2024,781.04
25/03/2024,779.67
22/03/2024,781.45
21/03/2024,781.55
20/03/2024,779.54
19/03/2024,780.4
18/03/2024,780.76
15/03/2024,780.83
14/03/2024,782.32
13/03/2024,779.59
12/03/2024,780.2
11/03/2024,779.54
08/03/2024,782.22
07/03/2024,778.7
06/03/2024,775.5
05/03/2024,774
04/03/2024,773.8
01/03/2024,770.61
29/02/2024,771.18
28/02/2024,774.63
27/02/2024,775.35
26/02/2024,775.52
23/02/2024,777.54
22/02/2024,780.02
21/02/2024,775.44
20/02/2024,764.18
19/02/2024,776.58
16/02/2024,776.9
15/02/2024,776.76
14/02/2024,776.12
13/02/2024,777.72
12/02/2024,779.67
09/02/2024,779.62
08/02/2024,779.31
07/02/2024,779.19
06/02/2024,779.52
05/02/2024,776.99
02/02/2024,776.76
01/02/2024,776.55
31/01/2024,779.24
30/01/2024,776.83
29/01/2024,774.45
26/01/2024,774.25
25/01/2024,773.56
24/01/2024,773.18
23/01/2024,771.83
22/01/2024,772.9
19/01/2024,773.79
18/01/2024,773.8
17/01/2024,771.85
16/01/2024,779.94
15/01/2024,779.01
12/01/2024,776.59
11/01/2024,777.28
10/01/2024,776.02
09/01/2024,776.24
08/01/2024,777.91
05/01/2024,777.1
04/01/2024,779.07
03/01/2024,779.64
02/01/2024,781.48
29/12/2023,779.9
28/12/2023,776.27
27/12/2023,773.83
21/12/2023,765.47
20/12/2023,761.61
19/12/2023,754.34
18/12/2023,751.87
15/12/2023,749.39
14/12/2023,748.23
13/12/2023,740.66
12/12/2023,740.53
11/12/2023,738.6
08/12/2023,740.25
07/12/2023,738.56
06/12/2023,738.92
05/12/2023,737.44
04/12/2023,739.01
01/12/2023,736.44
30/11/2023,736.89
29/11/2023,733.63
28/11/2023,730.41
27/11/2023,732.05
24/11/2023,729.72
23/11/2023,730.81
22/11/2023,730.28
21/11/2023,730.28
20/11/2023,726.83
17/11/2023,724.33
16/11/2023,722.51
15/11/2023,719.98
14/11/2023,711.18
13/11/2023,710.52
10/11/2023,710.19
09/11/2023,711.4
08/11/2023,708.85
07/11/2023,707.33
06/11/2023,708.45
03/11/2023,704.8
02/11/2023,701.44
01/11/2023,696.22
31/10/2023,689.96
30/10/2023,689.36
27/10/2023,688.41
26/10/2023,687.24
25/10/2023,690.4
24/10/2023,692.79
23/10/2023,697.24
20/10/2023,700.28
19/10/2023,704.06
18/10/2023,705.37
17/10/2023,705.6
16/10/2023,707.18
13/10/2023,714.15
12/10/2023,715.65
11/10/2023,714.41
10/10/2023,715.38
09/10/2023,714.13
06/10/2023,718.52
05/10/2023,721.44
04/10/2023,725.76
03/10/2023,734.74
02/10/2023,742.19
29/09/2023,748.97
28/09/2023,749.65
27/09/2023,750.99
26/09/2023,753.38
25/09/2023,757.46
22/09/2023,760.24
21/09/2023,762.6
20/09/2023,764.96
19/09/2023,763.4
18/09/2023,763.14
15/09/2023,762.46
14/09/2023,761.07
13/09/2023,760.89
12/09/2023,762.62
11/09/2023,761.18
08/09/2023,760.91
07/09/2023,760.57
06/09/2023,759.68
05/09/2023,758.42
04/09/2023,759.13
01/09/2023,759.04
31/08/2023,760.82
30/08/2023,759.63
29/08/2023,754.78
25/08/2023,753.72
24/08/2023,755.47
23/08/2023,755.07
22/08/2023,753.78
21/08/2023,752.74
18/08/2023,753.72
17/08/2023,760.23
16/08/2023,762.41
15/08/2023,764.52
14/08/2023,768.91
11/08/2023,769
10/08/2023,769.85
09/08/2023,770.78
08/08/2023,771.46
07/08/2023,774.87
04/08/2023,773.45
03/08/2023,775.19
02/08/2023,778.76
01/08/2023,780.21
31/07/2023,778.34
28/07/2023,779.01
27/07/2023,780.53
26/07/2023,780.19
25/07/2023,776.69
24/07/2023,776.25
21/07/2023,775.88
20/07/2023,776.59
19/07/2023,771.89
18/07/2023,765.27
17/07/2023,765.97
14/07/2023,768.32
13/07/2023,769.33
12/07/2023,770.63
11/07/2023,768.18
10/07/2023,767.76
07/07/2023,767.86
06/07/2023,775.03
05/07/2023,776.4
04/07/2023,776.09
03/07/2023,770.75
30/06/2023,769.29
29/06/2023,770.71
28/06/2023,773.52
27/06/2023,777.21
26/06/2023,780.74
23/06/2023,784.29
22/06/2023,787.94
21/06/2023,793.35
20/06/2023,794.61
19/06/2023,796.2
16/06/2023,797.35
15/06/2023,794.51
14/06/2023,792.53
13/06/2023,791.78
12/06/2023,790.25
09/06/2023,786.11
08/06/2023,785.99
07/06/2023,783.81
06/06/2023,782.07
05/06/2023,782.31
02/06/2023,778.79
01/06/2023,775.72
31/05/2023,776.89
30/05/2023,781.43
26/05/2023,782.78
25/05/2023,787.42
24/05/2023,789.19
23/05/2023,792.86
22/05/2023,794.07
19/05/2023,795.24
18/05/2023,796.26
17/05/2023,797.74
16/05/2023,799.39
15/05/2023,801.51
12/05/2023,801.23
11/05/2023,805.01
10/05/2023,804.77
09/05/2023,804.01
05/05/2023,803.59
04/05/2023,802.99
03/05/2023,805.05
02/05/2023,803.99
28/04/2023,799.39
27/04/2023,796.37
26/04/2023,795.94
25/04/2023,799.72
24/04/2023,803.1
21/04/2023,802.39
20/04/2023,804.44
19/04/2023,807.09
18/04/2023,807.87
17/04/2023,804.83
14/04/2023,801.67
13/04/2023,798.44
12/04/2023,796.5
11/04/2023,794.84
06/04/2023,789.02
05/04/2023,789.08
04/04/2023,790.78
03/04/2023,793.52
31/03/2023,794.09
30/03/2023,792.85
29/03/2023,787.28
28/03/2023,787.8
27/03/2023,791.95
24/03/2023,788.63
23/03/2023,791.8
22/03/2023,789.08
21/03/2023,787.36
20/03/2023,783.98
17/03/2023,797.3
16/03/2023,795.78
15/03/2023,797
14/03/2023,802.81
13/03/2023,806.09
10/03/2023,815.15
09/03/2023,827.48
08/03/2023,835.44
07/03/2023,842.08
06/03/2023,842.69
03/03/2023,841.6
02/03/2023,838.05
01/03/2023,840.24
28/02/2023,837.73
27/02/2023,835.11
24/02/2023,834.62
23/02/2023,838.18
22/02/2023,836.19
21/02/2023,844.63
20/02/2023,844.15
17/02/2023,845.15
16/02/2023,847.81
15/02/2023,846.95
14/02/2023,853.59
13/02/2023,855.12
10/02/2023,855.44
09/02/2023,857.96
08/02/2023,855.91
07/02/2023,856.61
06/02/2023,857.27
03/02/2023,860.81
02/02/2023,857.36
01/02/2023,838.56
31/01/2023,851.87
30/01/2023,853.37
27/01/2023,856.13
26/01/2023,855.06
25/01/2023,850.9
24/01/2023,848.89
23/01/2023,845.18
20/01/2023,844.14
19/01/2023,843.99
18/01/2023,847.3
17/01/2023,854.96
16/01/2023,854.25
13/01/2023,856.19
12/01/2023,851.08
11/01/2023,847.11
10/01/2023,844.26
09/01/2023,842.49
06/01/2023,838.16
05/01/2023,836.36
04/01/2023,834.73
03/01/2023,832.81
30/12/2022,831.05
29/12/2022,827.64
28/12/2022,828.41
22/12/2022,825.74
21/12/2022,821.77
20/12/2022,807.26
19/12/2022,822.68
16/12/2022,822.23
15/12/2022,829.24
14/12/2022,832.39
13/12/2022,829.16
12/12/2022,834.26
09/12/2022,820.43
08/12/2022,819.54
07/12/2022,821.21
06/12/2022,828.25
05/12/2022,831.8
02/12/2022,831.14
01/12/2022,829.86
30/11/2022,823.36
29/11/2022,823.23
28/11/2022,821.77
25/11/2022,820.12
24/11/2022,815.62
23/11/2022,813.18
22/11/2022,813.35
21/11/2022,810.43
18/11/2022,809.13
17/11/2022,807.93
16/11/2022,808.59
15/11/2022,811.31
14/11/2022,811.17
11/11/2022,813.04
10/11/2022,792.4
09/11/2022,797.59
08/11/2022,792.79
07/11/2022,790.31
04/11/2022,784.94
03/11/2022,779.68
02/11/2022,786.12
01/11/2022,785.79
31/10/2022,781.23
28/10/2022,779.48
27/10/2022,782.82
26/10/2022,782.85
25/10/2022,774.18
24/10/2022,772.69
21/10/2022,770.22
20/10/2022,768.44
19/10/2022,767.49
18/10/2022,768.81
17/10/2022,760.48
14/10/2022,761.86
13/10/2022,758.78
12/10/2022,765.31
11/10/2022,773.47
10/10/2022,796.66
07/10/2022,802.63
06/10/2022,801.7
05/10/2022,795.9
04/10/2022,794.33
03/10/2022,783.88
30/09/2022,786.55
29/09/2022,792.45
28/09/2022,789.04
27/09/2022,803.16
26/09/2022,804.75
23/09/2022,818.76
22/09/2022,825.82
21/09/2022,826.86
20/09/2022,830.13
16/09/2022,834.28
15/09/2022,836.57
13/09/2022,848.65
12/09/2022,850.24
09/09/2022,846.82
08/09/2022,844.12
07/09/2022,839.7
06/09/2022,840.88
05/09/2022,839.31
02/09/2022,840.55
01/09/2022,843.22
31/08/2022,852.38
30/08/2022,864.48
26/08/2022,873.81
25/08/2022,873.92
24/08/2022,873.74
23/08/2022,879.92
22/08/2022,887.93
19/08/2022,894.66
18/08/2022,895.54
17/08/2022,897.54
16/08/2022,897.91
15/08/2022,895.47
12/08/2022,893.08
11/08/2022,891.94
10/08/2022,883.02
09/08/2022,884.07
08/08/2022,883.08
05/08/2022,885.13
04/08/2022,883.14
03/08/2022,881.89
02/08/2022,915.49
01/08/2022,886.16
29/07/2022,883.62
28/07/2022,877.07
27/07/2022,870.88
26/07/2022,871.24
25/07/2022,870.53
22/07/2022,872.15
21/07/2022,868.94
20/07/2022,862.44
19/07/2022,858.33
18/07/2022,856.1
15/07/2022,861.31
14/07/2022,863.65
13/07/2022,880.95
12/07/2022,880.71
11/07/2022,883.37
08/07/2022,885.29
07/07/2022,881.34
06/07/2022,880.11
05/07/2022,882.4
04/07/2022,884.21
01/07/2022,881.99
30/06/2022,886.62
29/06/2022,896.08
28/06/2022,903.12
27/06/2022,901.76
24/06/2022,892.61
23/06/2022,890.02
22/06/2022,891.07
21/06/2022,897.99
20/06/2022,900.51
17/06/2022,908.62
16/06/2022,912.77
15/06/2022,924.03
14/06/2022,928.15
13/06/2022,938.74
10/06/2022,955.96
09/06/2022,963.08
08/06/2022,962.44
07/06/2022,961.82
06/06/2022,964.39
01/06/2022,959.07
31/05/2022,960.72
30/05/2022,958.84
27/05/2022,951.64
26/05/2022,945.76
25/05/2022,945.79
24/05/2022,948.81
23/05/2022,954.16
20/05/2022,952.7
19/05/2022,941.6
18/05/2022,953.61
17/05/2022,950.6
16/05/2022,944.24
13/05/2022,945.2
12/05/2022,939.3
11/05/2022,955.47
10/05/2022,949.72
09/05/2022,956.79
06/05/2022,976.2
05/05/2022,997.23
04/05/2022,998.97
03/05/2022,990.04
29/04/2022,1010.09
28/04/2022,1010.43
27/04/2022,1010.98
26/04/2022,1015.88
25/04/2022,1017.19
22/04/2022,1030.71
21/04/2022,1019.06
20/04/2022,1018.36
19/04/2022,1013.36
14/04/2022,1032.37
13/04/2022,1025.9
12/04/2022,1022.7
11/04/2022,1025.1
08/04/2022,1005.24
07/04/2022,1021.15
06/04/2022,1022.65
05/04/2022,1026.82
04/04/2022,1023.15
01/04/2022,1017.39
31/03/2022,1020.64
30/03/2022,1020.12
29/03/2022,1020.85
28/03/2022,1013.23
25/03/2022,1016.4
24/03/2022,1015.76
23/03/2022,1015.25
22/03/2022,1018.91
21/03/2022,1018.44
18/03/2022,1011.32
17/03/2022,1025.42
16/03/2022,993.54
15/03/2022,982.89
14/03/2022,992.92
11/03/2022,991.31
10/03/2022,984.25
09/03/2022,978.91
08/03/2022,964.05
07/03/2022,957.14
04/03/2022,988.22
03/03/2022,1027.39
02/03/2022,1032.3
01/03/2022,1042.96
28/02/2022,1053.08
25/02/2022,1056.54
24/02/2022,1045.14
23/02/2022,1074.51
22/02/2022,1060.4
21/02/2022,1094.7
18/02/2022,1106.98
17/02/2022,1113.88
16/02/2022,1114.75
15/02/2022,1093.47
14/02/2022,1108.63
11/02/2022,1125.51
10/02/2022,1131.22
09/02/2022,1127.31
08/02/2022,1122.44
07/02/2022,1128.56
04/02/2022,1132.76
03/02/2022,1141.58
02/02/2022,1145.27
01/02/2022,1136.81
31/01/2022,1129.11
28/01/2022,1127.88
27/01/2022,1129.63
26/01/2022,1137.23
25/01/2022,1135.68
24/01/2022,1145.2
21/01/2022,1175.88
20/01/2022,1204.18
19/01/2022,1205.2
18/01/2022,1206.69
17/01/2022,1217.89
14/01/2022,1221.25
13/01/2022,1227.98
12/01/2022,1227.28
11/01/2022,1227.68
10/01/2022,1234.8
07/01/2022,1237.28
06/01/2022,1241.74
05/01/2022,1257.24
04/01/2022,1259.09
31/12/2021,1254.76
30/12/2021,1248.66
29/12/2021,1245.28
23/12/2021,1233.97
22/12/2021,1226.65
21/12/2021,1216.82
20/12/2021,1210.21
17/12/2021,1216.63
16/12/2021,1214.27
15/12/2021,1209.94
14/12/2021,1218.51
13/12/2021,1232.27
10/12/2021,1233.03
09/12/2021,1236.65
08/12/2021,1235.28
07/12/2021,1226.85
06/12/2021,1214.65
03/12/2021,1219.61
02/12/2021,1218.95
01/12/2021,1221.82
30/11/2021,1214.39
29/11/2021,1216.52
26/11/2021,1209.27
25/11/2021,1233.99
24/11/2021,1232.99
23/11/2021,1245.41
22/11/2021,1263.55
19/11/2021,1264.44
18/11/2021,1268.76
17/11/2021,1273
16/11/2021,1273.13
15/11/2021,1258.51
12/11/2021,1274.81
11/11/2021,1273.46
10/11/2021,1270.06
09/11/2021,1277.11
08/11/2021,1273.84
05/11/2021,1272.78
04/11/2021,1263.05
03/11/2021,1260.11
02/11/2021,1260.94
01/11/2021,1259.8
29/10/2021,1261.19
28/10/2021,1263
27/10/2021,1267.73
26/10/2021,1267.29
25/10/2021,1271.87
22/10/2021,1277.63
21/10/2021,1276.05
20/10/2021,1278.45
19/10/2021,1279.58
18/10/2021,1274.33
15/10/2021,1267.74
14/10/2021,1258.26
13/10/2021,1251.52
12/10/2021,1248.76
11/10/2021,1247.92
08/10/2021,1250.4
07/10/2021,1247.91
06/10/2021,1249.76
05/10/2021,1269.14
04/10/2021,1277.29
01/10/2021,1283.14
30/09/2021,1292.99
29/09/2021,1295.05
28/09/2021,1295.55
27/09/2021,1303.38
24/09/2021,1311.76
23/09/2021,1317.02
22/09/2021,1312.11
21/09/2021,1308.09
20/09/2021,1304.02
17/09/2021,1320.55
16/09/2021,1313.75
15/09/2021,1319.15
14/09/2021,1320.08
13/09/2021,1327.78
10/09/2021,1331.86
09/09/2021,1324.21
08/09/2021,1327.35
07/09/2021,1327.14
06/09/2021,1321.15
03/09/2021,1315.43
02/09/2021,1308.04
01/09/2021,1302.96
31/08/2021,1293.93
27/08/2021,1285.93
26/08/2021,1283.79
25/08/2021,1280.17
24/08/2021,1269.95
23/08/2021,1265.15
20/08/2021,1256.49
19/08/2021,1255.36
18/08/2021,1263.87
17/08/2021,1264.85
16/08/2021,1263.54
13/08/2021,1265.41
12/08/2021,1267.6
11/08/2021,1263.92
10/08/2021,1262.69
09/08/2021,1257.69
06/08/2021,1257.28
05/08/2021,1256.36
04/08/2021,1254.86
03/08/2021,1249.51
02/08/2021,1250.3
30/07/2021,1241.83
29/07/2021,1237.9
28/07/2021,1231.55
27/07/2021,1228.82
26/07/2021,1228.15
23/07/2021,1223.12
22/07/2021,1221.8
21/07/2021,1210.78
20/07/2021,1196.19
19/07/2021,1201.3
16/07/2021,1220.25
15/07/2021,1221.57
14/07/2021,1227.18
13/07/2021,1228.11
12/07/2021,1225.84
09/07/2021,1222.78
08/07/2021,1221.96
07/07/2021,1232.27
06/07/2021,1236.87
05/07/2021,1234.16
02/07/2021,1229.67
01/07/2021,1221.81
30/06/2021,1217.76
29/06/2021,1221.81
28/06/2021,1223.93
25/06/2021,1219.65
24/06/2021,1214.51
23/06/2021,1210.13
22/06/2021,1205.19
21/06/2021,1205.1
18/06/2021,1213.98
17/06/2021,1211.36
16/06/2021,1213.1
15/06/2021,1214.05
14/06/2021,1217.18
11/06/2021,1210.84
10/06/2021,1207.31
09/06/2021,1208.51
08/06/2021,1212.8
07/06/2021,1214.87
04/06/2021,1206.34
03/06/2021,1205.66
02/06/2021,1206.94
01/06/2021,1209.11
28/05/2021,1202.04
27/05/2021,1196.69
26/05/2021,1191.66
25/05/2021,1206.57
24/05/2021,1186.95
21/05/2021,1182.35
20/05/2021,1177.32
19/05/2021,1171.92
18/05/2021,1171.63
17/05/2021,1186.39
14/05/2021,1162.9
13/05/2021,1153.2
12/05/2021,1170.74
11/05/2021,1178.13
10/05/2021,1193.92
07/05/2021,1189.13
06/05/2021,1191.66
05/05/2021,1187.45
04/05/2021,1195.37
